bank_name,year,TRADE,NIMY,IDT1RWAJR,DEPINS,LNATRES,BKCLASS,NOIJ,ELNATR,INTINC,NCLNLSR,P9LTOT,LNLSNET,IDT1CER,DEPFOR,ROA,P3LTOT,DEPDOM,ROE,LNLSGR,NETINC,EQ,LNLSDEPR,NTLNLSR,DEPUNINS,FREPO,CHBAL,OFFDOM,CERT,STALP,EINTEXP,COREDEP,DEPIDOM,REPDTE,RBC1AAJ,SC,PTAXNETINC,NUMEMP,ASSET,NONIX,DEP,NIM,CITY,RBCRWAJ,P9ASSET,NAMEFULL,P3ASSET,NONII,LIAB,EQTOT,ID,ticker,failed,failure_date,report_date,quarter,liquidity_ratio,debt_to_equity,net_interest_income,interest_coverage,loan_to_deposit,uninsured_deposit_ratio,npa_ratio,core_deposit_ratio,reserve_ratio,filing_date,filing_year,risk_factors_length,mda_length,rf_hedging_density,rf_severe_density,rf_sentiment_compound,rf_sentiment_negative,rf_word_count,mda_hedging_density,mda_severe_density,mda_sentiment_compound,mda_sentiment_negative,mda_word_count,rf_length_yoy_change,mda_length_yoy_change,max_drawdown,severe_drawdown,distressed,liquidity_ratio_yoy,debt_to_equity_yoy,interest_coverage_yoy,loan_to_deposit_yoy,uninsured_deposit_ratio_yoy
First Republic Bank,2020,81088,2.6943745791047387,11.180320098742895,35414008,635019,NM,1064278.2,145210,3878156,0.16354649434307408,0.0,111951925,9.670373346502023,0.0,0.8259344108183421,,114928800,9.87,112586944,1064151,11750646,97.40980937763206,0.0023672513946204903,80302900,0,5094754,84,59017,CA,590121,109293050,68647688,20201231,8.142645509963634,18530191,1334124,5483,142502134,2433522,114928800,3288035,SAN FRANCISCO,12.550974507417498,0,FIRST REPUBLIC BANK,30057,624821,130751488,11750646,59017_20201231,FRC,True,2023-05-01,2020-12-31,4,0.20556157377437162,11.127174454919329,3288035,5.571797987192457,0.9740980937763206,0.6987186849597316,0.0,0.950963118034818,0.005640254344233733,,,,,,,,,,,,,,,,,,False,True,-0.08045151261504824,0.03009475719975141,0.6321959059353843,-0.027959424059891935,0.06727237126496566
First Republic Bank,2021,37116,2.684233206715724,12.560285648153982,40617353,693649,NM,1481522.86,59217,4415264,0.10269791386924738,0.0,134263328,9.650098027857382,0.0,0.9083749704739849,,156321243,10.76,134956977,1478116,15897620,85.88936821593724,0.0016706459638663226,116696693,0,12947107,86,59017,CA,270884,151491885,85481011,20211231,8.7600480215173,25701247,1831899,6295,181087209,3120906,156321243,4144380,SAN FRANCISCO,13.718583583284333,0,FIRST REPUBLIC BANK,25600,867642,165189589,15897620,59017_20211231,FRC,True,2023-05-01,2021-12-31,4,0.24723673672425955,10.390837685137775,4144380,15.299463977200572,0.8588936821593723,0.7465184562279868,0.0,0.9691061949910417,0.005139778731113694,,,,,,,,,,,,,,,,,,False,True,0.20273810024256478,-0.06617464054012556,1.7458755705731779,-0.11826777236605734,0.06841060973059587
First Republic Bank,2022,95253,2.6038191459208626,11.564701126599687,57663686,783633,NM,1671875.11,107105,5755628,0.06518233350692437,0.0,166083667,9.171379966513665,0.0,0.8464721595296719,,176436706,10.03,166867300,1665627,17445927,94.13215127695707,0.001912603278619315,119470758,0,4283201,88,59017,CA,887651,156177298,113858221,20221231,8.505324385457408,31718821,2149325,7213,212638872,3581820,176436706,4867977,SAN FRANCISCO,12.596077926088945,0,FIRST REPUBLIC BANK,24431,970273,195192945,17445927,59017_20221231,FRC,True,2023-05-01,2022-12-31,4,0.20405063558599876,11.188453614416707,4867977,5.484111435688125,0.9413215127695708,0.6771309706949528,0.0,0.885174641607739,0.0046961447809127374,,,,,,,,,,,,,,,,,,False,True,-0.17467509768350398,0.07676146557652208,-0.6415487860319415,0.09596977172187837,-0.09294811796567715
First Republic Bank,2023,52805,1.6975032240767036,11.67337601776268,54732178,801708,NM,268765.46,16189,1905416,0.07532150624894716,0.0,172508687,9.32291659757912,0.0,0.48314586520622743,,104473959,6.08,173310395,269102,17989836,165.12123083226894,-0.0005314869336156798,50840852,0,13159283,89,59017,CA,1012063,58665217,84177416,20230331,8.245873206142388,34313041,341074,7040,232944161,842634,104473959,893353,SAN FRANCISCO,12.706622449343069,0,FIRST REPUBLIC BANK,19862,306544,214954325,17989836,59017_20230331,FRC,True,2023-05-01,2023-03-31,1,0.4543938456472201,11.948653951042132,893353,0.8827049304242918,1.6512123083226893,0.48663659812106863,0.0,0.5615295673824325,0.004625850630598355,,,,,,,,,,,,,,,,,,False,True,1.226868072928458,0.0679450764890226,-0.8390432177070571,0.7541427513586372,-0.28132574172227864
Heartland BancCorp,2018,0,3.8187691359688816,16.301338631404096,49816,552,SM,874.0,60,3941,0.9542996500901284,0.0,56034,16.301338631404096,,0.9742612223968611,0.0,77274,9.28,56586,874,9625,72.5133938970417,0.020204469228593366,27529,1127,3204,2,25851,KS,768,66735,62638,20181231,10.809351546892715,27029,1109,19,93632,2529,77274,3173,ELKHART,17.20027358890011,432,HEARTLAND TRI-STATE BANK,573,525,84006,9625,25851_20181231,HTLF,False,,2018-12-31,4,0.4058286098817196,8.727896103896104,3173,4.131510416666667,0.725133938970417,0.3562517793824572,0.004613807245386192,0.8636151875145586,0.0097550630898102,,,,,,,,,,,,,,,,,,False,False,,,,,
Heartland BancCorp,2019,0,3.8129718839452242,15.610533401101694,78767,645,SM,897.64,123,4913,1.4189318883163289,0.0,67082,15.610533401101694,,0.8572727272727274,0.0,108595,8.48,67727,943,12216,61.772641465997516,0.048156102822910746,29950,4481,5759,4,25851,KS,1090,101139,86370,20191231,9.401836684040706,36774,1065,26,121971,3201,108595,3823,ELKHART,16.496558924131488,623,HEARTLAND TRI-STATE BANK,1447,566,109755,12216,25851_20191231,HTLF,False,,2019-12-31,4,0.43292969289562133,8.984528487229863,3823,3.507339449541284,0.6177264146599751,0.27579538652792485,0.005107771519459544,0.9313412219715457,0.009523528282664225,2019-02-22,2019.0,0.0,0.0,,,,,0.0,,,,,0.0,,,,False,False,0.06677962655664049,0.02940369365982698,-0.15107573361244686,-0.1481209450256109,-0.22584137823535666
Heartland BancCorp,2020,0,3.6086634942399853,14.437387889659185,86941,804,SM,1037.08,310,4983,2.6506657808044736,0.0,71442,14.437387889659185,,1.0183969491960931,0.0,117353,10.18,72246,1300,13664,60.87786422162195,0.21832987764851494,30505,6003,5864,4,25851,KS,709,108569,89336,20201231,9.124752960642226,41358,1226,26,132716,3520,117353,4274,ELKHART,15.411838851990108,1731,HEARTLAND TRI-STATE BANK,2241,782,119052,13664,25851_20201231,HTLF,False,,2020-12-31,4,0.4535461385733641,8.712822014051522,4274,6.02820874471086,0.6087786422162195,0.2599422255928694,0.013042888574098074,0.9251489096997947,0.011128643800348809,2020-02-21,2020.0,100000.0,0.0,30.303030303030305,1.844532279314888,0.777215,0.04875,15180.0,,,,,0.0,inf,,,False,False,0.04762077079964433,-0.030241595155998446,0.7187411801555945,-0.014485008624215867,-0.057481603063183506
Heartland BancCorp,2021,0,3.387603996656184,14.559262775243697,91028,1041,SM,1351.9,240,4675,3.6723283493582954,0.0,69786,14.559262775243697,,1.0085968045280065,0.0,125866,9.96,70827,1360,13769,55.44467926207236,0.004356589777697746,34905,8546,7104,4,25851,KS,420,119749,94287,20211231,9.325848529117323,47849,1669,26,141117,3471,125866,4255,ELKHART,15.764430757831855,2428,HEARTLAND TRI-STATE BANK,1057,1125,127348,13769,25851_20211231,HTLF,False,,2021-12-31,4,0.5044968458519378,9.248892439538093,4255,10.130952380952381,0.5544467926207236,0.2773187357983888,0.017205581184407265,0.9514006959782626,0.014697784743106443,2021-02-26,2021.0,100000.0,0.0,24.00104636714407,0.19619383951343927,0.9418399999999998,0.040249999999999994,15291.0,,,,,0.0,0.0,,,False,False,0.11233853172874508,0.06152661268898041,0.6805908371771732,-0.0892472991458837,0.06684758571212313
Heartland BancCorp,2022,0,3.285123319439656,16.956010101677883,93135,1026,SM,1102.54,30,4823,1.6917053628334697,0.0,53889,16.956010101677883,,0.8059442738818973,0.0,129968,11.55,54915,1112,8207,41.46328326972794,0.07852498665075228,36932,15534,7728,4,25851,KS,630,121494,94398,20221231,9.794920756158106,52554,1284,26,139199,3511,129968,4193,ELKHART,18.20681995478045,777,HEARTLAND TRI-STATE BANK,1166,632,130992,8207,25851_20221231,HTLF,False,,2022-12-31,4,0.5833435922688662,15.961008894845863,4193,6.655555555555556,0.41463283269727935,0.28416225532438755,0.005581936651843763,0.9347993352209775,0.018683419830647363,2022-02-25,2022.0,100000.0,0.0,24.124819719417857,0.19666972597351515,0.888425,0.040249999999999994,15254.0,,,,,0.0,0.0,,,False,False,0.15628788775434455,0.7257211065201863,-0.3430473952213082,-0.25216839881529585,0.024677451043098708
Heartland BancCorp,2023,0,3.52717763526555,17.65720753050295,95430,1044,SM,298.36,10,1513,2.1006697787700426,0.0,48226,17.65720753050295,,0.8613109870982791,0.0,130110,14.54,49270,300,8294,37.06555991084467,-0.06142918846283054,34772,16950,9170,4,25851,KS,380,122588,93224,20230331,9.076203787131698,55612,363,25,139446,915,130110,1133,ELKHART,18.909070833103296,881,HEARTLAND TRI-STATE BANK,2366,155,131152,8294,25851_20230331,HTLF,False,,2023-03-31,1,0.6281761586350012,15.81287677839402,1133,2.981578947368421,0.3706555991084467,0.26725078779494277,0.006317857808757512,0.9421873799093075,0.02118936472498478,2023-02-24,2023.0,100000.0,0.0,24.370965617178236,0.1976024239230668,0.94812,0.0393,15182.0,,,,,0.0,0.0,,,False,False,0.07685447643602705,-0.009280874249727233,-0.5520165187593358,-0.1060630758609995,-0.059513419578329896
Huntington Bancshares,2018,216651,3.4660449387460504,11.213170284735867,55207447,771875,N,1566745.7,229759,3976310,0.7067395938331378,0.0,74874375,10.187390951083298,0.0,1.4543506645407087,0.0,87332660,13.79,75646250,1535354,11109746,85.73467818339668,0.19840939133072755,59330818,0,2592121,1006,6560,OH,654536,82660542,62973787,20181231,9.22729003762937,22348994,1853268,14802,108672320,2470807,87332660,3321774,COLUMBUS,13.421392838171018,171927,THE HUNTINGTON NATIONAL BANK,457743,1232060,97179002,11493318,6560_20181231,HBAN,False,,2018-12-31,4,0.2855874881172748,8.747184859131792,3321774,5.075005805639415,0.8573467818339668,0.6793657493084488,0.0015820680003886915,0.9465020531837688,0.010203744402399326,,,,,,,,,,,,,,,,,-0.5498461028214855,False,False,,,,,
Huntington Bancshares,2019,441364,3.4256908412816096,12.166684385605983,54351534,782852,N,1626629.88,277547,4219747,0.8424462362399523,0.0,75435543,11.165222764983186,0.0,1.4676939115731618,,85669173,13.3,76218395,1592424,12449178,88.054477892532,0.35146561729355236,66108186,0,1242946,915,6560,OH,841397,82152849,62105260,20191231,10.005850911487563,23218609,1936481,14506,108739378,2527177,85669173,3378350,COLUMBUS,13.590165664503237,174328,THE HUNTINGTON NATIONAL BANK,432525,1362855,95906628,12832750,6560_20191231,HBAN,False,,2019-12-31,4,0.28553508973408676,7.703852254341612,3378350,4.015167631926428,0.8805447789253201,0.7716683106068971,0.0016031726795420883,0.9589546171993513,0.010271168790683667,,,,,,,,,,,,,,,,,-0.5498461028214855,False,False,-0.00018347576616006833,-0.11927638681386421,-0.20883486922030325,0.02705789253880453,0.1358657856867327
Huntington Bancshares,2020,1043976,3.165034378392366,11.965263094024957,59435001,1814252,N,990640.48,1089163,3663229,0.8533579479567519,0.0,81013476,10.652000611096936,0.0,0.8394753563439349,,103619960,7.98,82827728,980069,12125075,78.18327279802077,0.5596132529556526,84784825,0,6558425,884,6560,OH,303874,99266746,70396991,20201231,8.935959371702555,25345968,1185211,14606,122837617,2530087,103619960,3359355,COLUMBUS,13.579842731025431,174760,THE HUNTINGTON NATIONAL BANK,391401,1445106,110328974,12508643,6560_20201231,HBAN,False,,2020-12-31,4,0.307898140474094,9.09924054078016,3359355,11.05509191309556,0.7818327279802076,0.818228698409071,0.0014226912265808609,0.9579886539234332,0.021903920870556776,,,,,,,,,,,,,,,,,-0.5498461028214855,False,False,0.07831979866584349,0.18112864062938883,1.753332594433041,-0.11210338566266642,0.06033730705561213
Huntington Bancshares,2021,578299,3.0120084790750368,11.06078406413199,90413245,2030159,N,1494526.54,24529,4223459,0.8165954422197674,0.0,111482598,10.153797649838896,0.0,0.96848194926834,,146382512,9.2,113512757,1491415,18892169,76.15841296670739,0.2135575870406187,103946372,0,5477629,1148,6560,OH,21479,144640777,100029864,20211231,8.598914863908073,40911244,1836092,19232,173414362,4017777,146382512,4201980,COLUMBUS,12.578523445284942,211020,THE HUNTINGTON NATIONAL BANK,593274,1676418,154117699,19296663,6560_20211231,HBAN,False,,2021-12-31,4,0.3169017416506693,8.157755681732468,4201980,195.6320126635318,0.7615841296670739,0.7101010262755977,0.0012168542303318567,0.9881014816851893,0.017884853241649307,,,,,,,,,,,,,,,,,-0.5498461028214855,False,False,0.029242142101643775,-0.10346850979795841,16.69610005971922,-0.025898888072189208,-0.1321484718682101
Huntington Bancshares,2022,512535,3.376988140536242,10.831454210569422,100957078,2121123,N,2441005.98,289139,6001098,0.6410317437097973,0.0,118569780,9.982736216300331,0.0,1.3596998652716838,,151757446,13.71,120690903,2418324,16962145,78.13111193239243,0.10370679391840756,84895501,0,6481896,1090,6560,OH,594492,144992110,109714003,20221231,8.54146821977003,40474513,2991557,18968,182325674,3899025,151757446,5406606,COLUMBUS,12.46512640465361,205885,THE HUNTINGTON NATIONAL BANK,576444,1773115,164941991,17383683,6560_20221231,HBAN,False,,2022-12-31,4,0.3094174963909184,9.724123393592025,5406606,9.094497486930017,0.7813111193239243,0.5594157205307738,0.0011292156254417577,0.9554200721063796,0.017574837434102222,,,,,,,,,,,,,,,,,-0.5498461028214855,False,False,-0.02361692687697814,0.19200963757312572,-0.9535122224470917,0.025902574500172415,-0.2122026305681486
Huntington Bancshares,2023,383951,3.359673999152156,11.468355259927385,106353198,2255046,N,2238994.24,402443,8920788,0.7010204703963469,0.0,120161636,10.595667670969263,0.0,1.173130378877103,,155523945,12.56,122416682,2191214,17959681,77.26246656101733,0.22529297984961988,49973252,0,10612429,1056,6560,OH,3278163,146655662,120266162,20231231,8.509095463711985,41056107,2716941,18595,188730743,4177040,155523945,5642625,COLUMBUS,13.091135720990032,186242,THE HUNTINGTON NATIONAL BANK,636961,1653799,170342722,18388021,6560_20231231,HBAN,False,,2023-12-31,4,0.33222238543396004,9.484729823430605,5642625,1.7212765198069773,0.7726246656101734,0.3213219160560774,0.0009868132612607793,0.9429780218087961,0.018421067808389056,2023-02-17,2023.0,0.0,0.0,,,,,0.0,,,,,0.0,,,-0.5498461028214855,False,False,0.07370264871586274,-0.02461852451596558,-0.8107342904563252,-0.011117790978409925,-0.4256115724613404
KeyCorp,2018,517405,3.292240254615433,11.157708224988248,62831246,897532,N,2039891.84,240154,4842859,0.7908916302210568,0.0,90940461,11.157708224988248,483.0,1.501088093361363,,110823095,13.45,91837993,2046558,15554378,82.05876641160242,0.2682848481014359,51154489,14837,3295262,1192,17534,OH,806063,105976731,81460961,20181231,9.92661395285534,30936413,2449812,17737,137976503,3530341,110823578,4036796,CLEVELAND,12.684314731058194,136427,KEYBANK NATIONAL ASSOCIATION,348711,2183511,122420537,15555966,17534_20181231,KEY,False,,2018-12-31,4,0.3090182848996267,7.8704874601864505,4036796,5.008040314466736,0.8205876641160241,0.46158488945375864,0.000988769805247202,0.956265200172476,0.009772992317025046,2018-02-26,2018.0,47598.0,0.0,58.61828332170272,0.2791346824842987,0.20697000000000002,0.0931,7165.0,,,,,0.0,,,-0.6523276465569435,True,True,,,,,
KeyCorp,2019,757437,3.182533846727411,10.9585294736161,63869457,909944,N,1871135.48,434757,5203391,0.8513806676858112,0.0,95935337,10.9585294736161,107.0,1.3379051099768766,,115815086,11.62,96845281,1898433,16969468,82.83484620191412,0.4520320470281664,54830498,5481,1995549,1132,17534,OH,1145709,112403390,86950438,20191231,9.909317027481764,31899279,2232973,16578,143390269,3346363,115815193,4057682,CLEVELAND,12.686650577252829,116038,KEYBANK NATIONAL ASSOCIATION,414661,1956411,126420615,16969654,17534_20191231,KEY,False,,2019-12-31,4,0.2927103786806278,7.449886761329229,4057682,3.541634044945095,0.8283484620191411,0.473430959960495,0.000809245988652131,0.9705409721158087,0.009395852751978694,2019-02-25,2019.0,50658.0,0.0,58.33661805281829,0.2627775587964788,0.4498454545454545,0.09563636363636364,7611.0,,,,,0.0,0.06428841547964192,,-0.6523276465569435,True,True,-0.05277327270228005,-0.05344023492634564,-0.2928103963711375,0.009457609762483221,0.02566390446783262
KeyCorp,2020,1675511,2.8477256535081286,11.064970642751224,71462833,1662780,N,1404732.3,1021324,4664724,0.8877527342014585,0.0,101815696,11.064970642751224,0.0,0.8819867366382947,,139219587,8.18,103478476,1422005,17645350,73.1331691136248,0.4262388679185345,70804577,505775,16767975,1106,17534,OH,516615,137486256,96005906,20201231,8.804947481205133,35139938,1649735,17345,168974607,3593151,139219587,4148109,CLEVELAND,13.086962792044716,93398,KEYBANK NATIONAL ASSOCIATION,257023,2116101,151329099,17645508,17534_20201231,KEY,False,,2020-12-31,4,0.37648213968627847,8.576146066810804,4148109,8.029401004616592,0.731331691136248,0.5085820072142578,0.0005527339383011555,0.9875496613849314,0.01606884894593925,2020-02-26,2020.0,53772.0,0.0,57.43411238189955,0.24863252113376427,0.01673636363636364,0.09300000000000001,8044.0,,,,,0.0,0.06147104109913548,,-0.6523276465569435,True,True,0.286193340267763,0.151178043581514,1.2671458718544901,-0.11712072313916044,0.07424746209393662
KeyCorp,2021,1904650,2.5520058430044874,10.74545027323104,75065783,1088916,N,2588893.4,-417632,4348388,0.5301954469587484,0.0,104062119,10.74545027323104,0.0,1.4578647805129892,,155074869,14.98,105151035,2596619,17019361,67.1044377925607,0.18035932082860243,84371425,511129,11383661,1032,17534,OH,211156,153577618,102997626,20211231,8.365434145090354,52903764,3229855,17297,183977708,3799785,155074869,4137232,CLEVELAND,12.212590192100103,78214,KEYBANK NATIONAL ASSOCIATION,178173,2474776,166958118,17019590,17534_20211231,KEY,False,,2021-12-31,4,0.4178533531438934,9.809893450171248,4137232,19.59324859345697,0.671044377925607,0.5440689748382118,0.00042512759208849366,0.9903449797529734,0.010355732589793339,2021-02-22,2021.0,62524.0,0.0,57.569296375266525,0.31982942430703626,0.23794615384615386,0.09653846153846153,9380.0,,,,,0.0,0.16276128840288617,,-0.6523276465569435,True,True,0.10988891396571798,0.14385801894570993,1.4401880765690516,-0.08243497983380754,0.06977629393208917
KeyCorp,2022,940703,2.78769901345687,10.459861863607083,75568635,1357948,N,2121742.44,501669,5376042,0.3941720820767663,0.0,119433458,10.459861863607083,0.0,1.152975638492099,,145991717,14.82,120791406,2128486,13033463,81.80837958087717,0.14531124118961952,75761705,8270,3394921,1008,17534,OH,721472,141586218,105059472,20221231,8.77677230597296,47826631,2615805,18496,187590465,3823838,145991717,4654570,CLEVELAND,12.390764406898633,69843,KEYBANK NATIONAL ASSOCIATION,190703,2286742,174556814,13033651,17534_20221231,KEY,False,,2022-12-31,4,0.3509090998635217,13.392972688839489,4654570,6.451490840947397,0.8180837958087718,0.5189452289269261,0.00037231636480031114,0.9698236373232051,0.011242091179897351,2022-02-22,2022.0,63774.0,0.0,55.070940620073564,0.21019442984760903,0.25123076923076926,0.09084615384615385,9515.0,,,,,0.0,0.019992322947987917,,-0.6523276465569435,True,True,-0.16020992239667042,0.365251595939168,-0.6707288834633667,0.21912025898749987,-0.046177501517627784
KeyCorp,2023,166206,2.425292331620196,11.944102444012815,84215587,1524738,N,1291258.66,488579,7855915,0.6095517496827421,0.0,111902711,11.944102444012815,0.0,0.6819597770301494,,148528430,9.36,113427449,1291667,14788518,75.34093708524354,0.2084234098259741,71002647,7355,11818755,986,17534,OH,3690977,140824309,117727660,20231231,9.21957424790618,45760749,1591924,17857,185890386,4128647,148528430,4164938,CLEVELAND,14.15699209124514,114964,KEYBANK NATIONAL ASSOCIATION,231069,2044212,171101721,14788665,17534_20231231,KEY,False,,2023-12-31,4,0.38771606890344157,11.569903150538817,4164938,1.1284107161870691,0.7534093708524354,0.4780407831685826,0.000618450488343168,0.9481303276416508,0.013442407578081034,2023-02-22,2023.0,70291.0,0.0,55.907780979827095,0.19212295869356388,0.13833333333333334,0.1002,10410.0,,,,,0.0,0.1021889798350426,,-0.6523276465569435,True,True,0.10489032360299322,-0.13612135114856583,-0.8250930298117942,-0.07905599070373726,-0.07882227926620611
M&T Bank,2018,0,4.272967787387765,11.152526933194522,79712,1918,NM,2265.1,283,5586,0.06876167409019068,0.0,95520,11.152526933194522,,2.036987451007172,0.0,101553,19.75,97438,2267,11845,94.05925969690703,0.08503618289582217,21991,3600,2750,2,501,SD,1025,82416,83178,20181231,10.630587526470144,7285,2372,16,113858,2359,101553,4561,PLANKINTON,12.40832489008282,46,FARMERS AND MERCHANTS STATE BANK,779,453,102012,11845,501_20181231,MTB,False,,2018-12-31,4,0.13426486662137013,8.612241452089489,4561,4.449756097560976,0.9405925969690704,0.216547024706311,0.0004040120149660103,0.8115565271336149,0.019684312075371004,,,,,,,,,,,,,,,,,-0.5297478022752728,False,False,,,,,
M&T Bank,2019,0,4.269351941819038,11.8395045460535,75316,1485,NM,2017.0,686,6044,2.9026179283514346,0.0,97219,11.8395045460535,,1.7764789605704463,0.0,99739,16.42,98704,2017,12595,97.47340558858622,1.1577834293152007,24632,100,3597,2,501,SD,1404,78446,80519,20191231,10.99793663006225,6948,2118,15,113017,2366,99739,4640,PLANKINTON,13.09131637896956,9,FARMERS AND MERCHANTS STATE BANK,1306,530,100422,12595,501_20191231,MTB,False,,2019-12-31,4,0.1067285615456341,7.97316395394998,4640,3.304843304843305,0.9747340558858621,0.2469645775473987,7.963403735721174e-05,0.786512798403834,0.015044982979413195,,,,,,,,,,,,,,,,,-0.5297478022752728,False,False,-0.20508943082920572,-0.07420571075424931,-0.2572978760218402,0.036297818021115535,0.140466270004592
M&T Bank,2020,0,4.565411386757094,11.893652449177509,86063,1777,NM,2623.0,430,6028,2.002054383006764,0.0,101417,11.893652449177509,,2.239686597571951,0.0,105823,20.18,103194,2623,13090,95.83644387326007,0.1361473074403517,19863,2000,6570,2,501,SD,912,86482,77073,20201231,10.678758306841798,4807,2752,15,119665,2444,105823,5116,PLANKINTON,13.147975334394612,148,FARMERS AND MERCHANTS STATE BANK,281,510,106575,13090,501_20201231,MTB,False,,2020-12-31,4,0.12640919270857942,8.141711229946525,5116,5.609649122807017,0.9583644387326007,0.1877002163990815,0.0012367860276605524,0.8172325486897933,0.017219993410469602,2020-02-20,2020.0,0.0,0.0,,,,,0.0,,,,,0.0,,,-0.5297478022752728,False,False,0.18439891700901856,0.02113932147513964,0.6974024500907441,-0.016793931692870134,-0.23997109924374838
M&T Bank,2021,0,4.463866551873949,12.918138520472361,95598,1642,NM,3095.0,105,6195,1.8452745458256787,0.0,96338,12.918138520472361,,2.370176365627465,0.0,122839,22.81,97980,3095,13600,78.42623271110966,0.238298075147298,27299,0,11274,2,501,SD,585,95772,91193,20211231,10.219053447271602,24446,3243,16,136964,2779,122839,5610,PLANKINTON,14.170806498215136,472,FARMERS AND MERCHANTS STATE BANK,372,517,123364,13600,501_20211231,MTB,False,,2021-12-31,4,0.290787127866557,9.070882352941176,5610,9.58974358974359,0.7842623271110967,0.2222339810646456,0.0034461610350165007,0.7796546699338158,0.016758522147377015,2021-02-22,2021.0,0.0,0.0,,,,,0.0,,,,,0.0,,,-0.5297478022752728,False,False,1.3003637760501356,0.1141247947454842,0.7095086305406868,-0.18166587217253927,0.18398361668448815
M&T Bank,2022,0,3.925087702278538,12.726021839222396,93354,1542,NM,2488.3,25,5640,0.6775400386885182,0.0,100297,12.726021839222396,,1.867409437381134,0.0,120032,20.35,101839,2494,11639,83.55855105305253,0.1289971042730033,26800,0,4247,2,501,SD,623,98363,90878,20221231,10.767003477560037,25021,2614,16,135991,2972,120032,5017,PLANKINTON,13.976749519290138,0,FARMERS AND MERCHANTS STATE BANK,1041,594,124352,11639,501_20221231,MTB,False,,2022-12-31,4,0.24383497733937617,10.684079388263596,5017,8.052969502407704,0.8355855105305252,0.22327379365502534,0.0,0.8194731404958677,0.015141546951560798,2022-02-16,2022.0,0.0,0.0,,,,,0.0,,,,,0.0,,,-0.5297478022752728,False,False,-0.16146571160717715,0.17784345255005451,-0.16025184333181697,0.06544134742323049,0.004678909073213555
M&T Bank,2023,0,4.461901420777126,12.34835457350828,100207,1680,NM,3512.6,0,8091,0.6195472404770864,0.0,112597,12.34835457350828,,2.167271569292271,0.0,126666,24.56,114277,3049,13609,88.89283627808567,-0.1325302130471193,26941,0,6135,2,501,SD,2126,93103,101259,20231231,10.753114615100584,25273,3687,15,151570,2911,126666,5965,PLANKINTON,13.599208499210855,3,FARMERS AND MERCHANTS STATE BANK,1401,633,137961,13609,501_20231231,MTB,False,,2023-12-31,4,0.24795919978526204,10.137482548313615,5965,2.805738476011289,0.8889283627808567,0.21269322470118263,1.9792834993732268e-05,0.7350275527765936,0.014701120960473235,2023-02-22,2023.0,0.0,0.0,,,,,0.0,,,,,0.0,,,-0.5297478022752728,False,False,0.01691399031790941,-0.05115993808043162,-0.6515895813125308,0.06383889090712369,-0.047388315398046554
PacWest Bancorp,2018,0,4.882205139687041,11.518975513238777,237103,3905,SB,2711.0,1330,17997,1.5412366933601997,0.0,266073,11.518975513238777,,0.9488489562661483,0.0,253435,9.68,269978,2711,28335,104.98668297591098,0.3454672651097713,16334,0,21720,3,27417,RI,4652,235569,241877,20181231,9.423871458818759,1664,2711,130,302006,15356,253435,13345,WARWICK,12.775613184741582,0,"HOME LOAN INVESTMENT BANK, F.S.B.",1965,6052,273671,28335,27417_20181231,PACW,False,,2018-12-31,4,0.09226823445853967,9.658408328921828,13345,2.86865864144454,1.0498668297591098,0.06445045080592657,0.0,0.9295046067038886,0.014464141522642585,2018-03-01,2018.0,0.0,52655.0,,,,,0.0,12.669233635573221,0.12420817289777666,0.983609090909091,0.02681818181818182,8051.0,,0.18376385422989583,,False,False,,,,,
PacWest Bancorp,2019,0,4.625383046539514,11.866018250368832,297475,4826,SB,4622.0,2435,21072,1.4997476871320436,0.0,292424,11.866018250368832,,1.4214138362427928,0.0,311074,15.58,297250,4622,32585,94.0046419822936,0.5220236034661816,13601,0,38903,3,27417,RI,6630,269923,303945,20191231,9.66742445377004,1340,4622,131,346188,15370,311074,14442,WARWICK,13.124237291222702,0,"HOME LOAN INVESTMENT BANK, F.S.B.",3128,7985,313603,32585,27417_20191231,PACW,False,,2019-12-31,4,0.129367931746144,9.624152217277889,14442,2.178280542986425,0.940046419822936,0.043722715495348376,0.0,0.8677131486398735,0.016235492010092514,2019-02-27,2019.0,0.0,48322.0,,,,,0.0,13.165188470066518,0.1385809312638581,0.97698,0.027100000000000003,7216.0,,-0.08229038078055262,,False,False,0.4020852626618201,-0.003546765727574397,-0.24066233900540657,-0.1046041334226856,-0.32160729756559225
PacWest Bancorp,2020,0,4.303480612154355,13.124751751361194,316343,7911,SB,5763.0,4725,21197,1.994798160150261,0.0,299288,13.124751751361194,,1.6098242014987034,0.0,336201,17.05,307199,5763,37362,89.02055615539514,0.5287000297877333,19881,0,60927,2,27417,RI,6453,274435,326655,20201231,9.990902523211945,1052,5763,104,377077,15220,336201,14744,WARWICK,14.395433279553451,0,"HOME LOAN INVESTMENT BANK, F.S.B.",2823,10964,339715,37362,27417_20201231,PACW,False,,2020-12-31,4,0.18435102810521087,9.092527166639902,14744,2.2848287618162093,0.8902055615539514,0.05913426789331382,0.0,0.8162825214678124,0.02575203695324529,2020-02-28,2020.0,0.0,48158.0,,,,,0.0,13.320382961010129,0.13875398917718884,0.9766600000000001,0.0304,7207.0,,-0.003393899259136579,,False,False,0.42501333689835175,-0.0552386369870147,0.04891391018151703,-0.053019571393477016,0.35248387990917607
