TRADE,NIMY,IDT1RWAJR,DEPINS,LNATRES,BKCLASS,NOIJ,ELNATR,INTINC,NCLNLSR,P9LTOT,LNLSNET,IDT1CER,DEPFOR,ROA,P3LTOT,DEPDOM,ROE,LNLSGR,NETINC,EQ,LNLSDEPR,NTLNLSR,DEPUNINS,FREPO,CHBAL,OFFDOM,CERT,STALP,EINTEXP,COREDEP,DEPIDOM,REPDTE,RBC1AAJ,SC,PTAXNETINC,NUMEMP,ASSET,NONIX,DEP,NIM,CITY,RBCRWAJ,P9ASSET,NAMEFULL,P3ASSET,NONII,LIAB,EQTOT,ID,bank_name,ticker,failed,failure_date,report_date,year,quarter
108000,3.5303438041360677,11.582601437866343,64784000,869000,SM,1794480.0,387000,4582000,0.8899521531100478,0.0,82731000,11.582601437866343,0.0,1.4102074955133914,,99836000,11.0,83600000,1785000,16421000,82.86690171881887,0.42700591922761755,37696000,0,4460000,1439,12368,AL,699000,98071000,63387000,20191231,10.242302756833373,24264000,2263000,19496,125641000,3342000,99836000,3883000,BIRMINGHAM,12.91898249141643,224000,REGIONS BANK,361000,2109000,109220000,16421000,12368_20191231,Regions Financial,RF,False,,2019-12-31,2019,4
913000,3.37471803342747,11.473797420647688,66410000,1560000,SM,217750.0,373000,1076000,0.9598357789783558,0.0,87101000,11.473797420647688,0.0,0.6131264805611036,,101756000,4.65,88661000,198000,17656000,85.59790086088289,0.5712262206767638,37993000,0,5310000,1438,12368,AL,126000,99976000,62922000,20200331,10.393871263219252,25513000,275000,19674,132707000,810000,101756000,950000,BIRMINGHAM,12.940884480682435,209000,REGIONS BANK,347000,508000,115051000,17656000,12368_20200331,Regions Financial,RF,False,,2020-03-31,2020,1
1014000,3.31440794638692,11.061420836991513,73669000,2276000,SM,22530.0,1255000,2136000,0.9149400218102508,0.0,89424000,11.061420836991513,0.0,0.02538633269535654,,119821000,0.2,91700000,17000,17777000,74.631325059881,0.6932842351711048,48544000,0,13434000,1402,12368,AL,194000,118818000,68840000,20200630,8.995641632082348,25388000,37000,19996,143443000,1688000,119821000,1942000,BIRMINGHAM,12.767047117354405,215000,REGIONS BANK,383000,1038000,125640000,17803000,12368_20200630,Regions Financial,RF,False,,2020-06-30,2020,2
956000,3.289485803085432,11.692025766326077,74124000,2276000,SM,535440.0,1368000,3194000,1.089954771344017,0.0,87269000,11.692025766326077,0.0,0.5291570376228344,,121271000,4.12,89545000,542000,18241000,71.96196947332834,0.6306194520036436,49803000,0,13652000,1392,12368,AL,241000,120420000,68716000,20200930,9.200081564880493,28491000,649000,19692,144473000,2555000,121271000,2953000,BIRMINGHAM,13.40515326521546,205000,REGIONS BANK,334000,1619000,126232000,18241000,12368_20200930,Regions Financial,RF,False,,2020-09-30,2020,3
854000,3.2679362711352016,12.168398934373945,76253000,2167000,SM,1171720.0,1330000,4253000,1.1151392776834472,0.0,84997000,12.168398934373945,0.0,0.8552992464705373,,124229000,6.7,87164000,1185000,18354000,68.41961216785131,0.5809335784146867,50631000,0,18037000,1380,12368,AL,275000,123522000,71215000,20201231,9.300991618209064,28536000,1409000,19333,146476000,3453000,124229000,3978000,BIRMINGHAM,13.885970507673258,221000,REGIONS BANK,338000,2214000,128122000,18354000,12368_20201231,Regions Financial,RF,False,,2020-12-31,2020,4
6000,2.9645027905190138,12.586047564264563,81565000,1976000,SM,667470.0,-142000,1012000,1.1016280903566955,0.0,84260000,12.586047564264563,0.0,1.8006990083446213,,131049000,14.79,86236000,673000,18054000,64.29656082839243,0.3829296424452134,52304000,0,24971000,1377,12368,AL,28000,130407000,73702000,20210331,9.442117773564616,28465000,855000,18857,152519000,875000,131049000,984000,BIRMINGHAM,14.305112875544577,205000,REGIONS BANK,260000,604000,134465000,18054000,12368_20210331,Regions Financial,RF,False,,2021-03-31,2021,1
16000,2.918988044491148,12.689733282583065,82172000,1597000,SM,1469780.0,-479000,2017000,1.1061453824588567,0.0,83654000,12.689733282583065,0.0,1.9624005465805654,,132757000,16.21,85251000,1484000,18524000,63.01287314416566,0.30156465662224385,53627000,0,25633000,1324,12368,AL,54000,132147000,75041000,20210630,9.13776506136856,30555000,1891000,18738,154735000,1740000,132757000,1963000,BIRMINGHAM,14.19460252327859,178000,REGIONS BANK,214000,1189000,136211000,18524000,12368_20210630,Regions Financial,RF,False,,2021-06-30,2021,2
9000,2.895484937003924,12.349492588263669,83127000,1428000,SM,2143250.0,-634000,3021000,0.8325910089672783,0.0,82767000,12.349492588263669,0.0,1.8939784886212327,,133779000,15.8,84195000,2163000,18084000,61.868454690198014,0.2488907556162242,53636000,0,27617000,1321,12368,AL,77000,133221000,74919000,20210930,8.852788232634225,30264000,2752000,18903,155343000,2613000,133779000,2944000,BIRMINGHAM,13.72052466559062,168000,REGIONS BANK,217000,1787000,137241000,18102000,12368_20210930,Regions Financial,RF,False,,2021-09-30,2021,3
13000,2.895619466129255,11.045116974852398,87762000,1479000,SM,2604620.0,-524000,4079000,0.7355757316331358,0.0,87295000,11.045116974852398,0.0,1.6998026621165718,,141129000,14.45,88774000,2622000,17700000,61.85475699537303,0.23631898429173812,56234000,0,29782000,1312,12368,AL,99000,138703000,80728000,20211231,8.09093384860785,29647000,3319000,19539,162193000,3548000,141129000,3980000,BIRMINGHAM,12.379064024147363,189000,REGIONS BANK,287000,2363000,144493000,17700000,12368_20211231,Regions Financial,RF,False,,2021-12-31,2021,4
16000,2.8429321356803836,11.19407494367571,89384000,1416000,SM,594640.0,-36000,1052000,0.5599191227933743,0.0,88597000,11.19407494367571,0.0,1.430977465793,,142371000,13.5,90013000,582000,16779000,62.22966755870226,0.20583152018882805,55928000,0,28317000,1305,12368,AL,21000,140228000,81457000,20220331,8.282292830911704,30634000,762000,19633,163179000,891000,142371000,1031000,BIRMINGHAM,12.544131483767382,162000,REGIONS BANK,259000,586000,146400000,16779000,12368_20220331,Regions Financial,RF,False,,2022-03-31,2022,1
21000,2.998574425423906,10.780065005417118,87928000,1425000,SM,1211330.0,24000,2205000,0.5390806919797128,0.0,92624000,10.780065005417118,0.0,1.4716824793521301,,139563000,14.12,94049000,1190000,16085000,66.36716035052271,0.18472635575950389,54407000,0,20655000,1305,12368,AL,49000,137457000,79778000,20220630,8.299158962952665,30267000,1544000,19580,159787000,1809000,139563000,2156000,BIRMINGHAM,12.084277225122296,135000,REGIONS BANK,253000,1221000,143702000,16085000,12368_20220630,Regions Financial,RF,False,,2022-06-30,2022,2
5000,3.2268400467992646,10.65619335347432,88693000,1418000,SM,1686860.0,159000,3547000,0.6581015656110494,0.0,94008000,10.65619335347432,0.0,1.3790581462004337,,136953000,13.59,95426000,1660000,14590000,68.64252699831329,0.28095236543547797,51106000,0,16486000,1305,12368,AL,108000,134986000,80407000,20220930,8.521508320501999,29250000,2165000,19851,156809000,2924000,136953000,3439000,BIRMINGHAM,11.959718026183284,131000,REGIONS BANK,314000,1809000,142219000,14590000,12368_20220930,Regions Financial,RF,False,,2022-09-30,2022,3
16000,3.4634191477398093,10.773500490465823,87273000,1464000,SM,2414970.0,271000,5097000,0.7303768991340257,0.0,95883000,10.773500490465823,0.0,1.4952817924792539,,133792000,14.83,97347000,2381000,15134000,71.66571992346329,0.2824258122158292,49661000,0,12071000,1297,12368,AL,231000,131766000,80421000,20221231,8.79767114723351,29057000,3089000,19971,154203000,3887000,133792000,4866000,BIRMINGHAM,12.099751975819636,208000,REGIONS BANK,331000,2381000,139065000,15138000,12368_20221231,Regions Financial,RF,False,,2022-12-31,2022,4
19000,4.334444153218257,10.672563550880549,86912000,1472000,SM,639420.0,135000,1640000,0.7231163984138091,0.0,97129000,10.672563550880549,0.0,1.6685755935027073,,130749000,16.68,98601000,641000,15602000,74.28661022264032,0.33886541327290914,47172000,0,9463000,1296,12368,AL,193000,128367000,78852000,20230331,8.916599535295566,29468000,825000,20013,153125000,990000,130749000,1447000,BIRMINGHAM,12.117300183281536,158000,REGIONS BANK,294000,503000,137504000,15621000,12368_20230331,Regions Financial,RF,False,,2023-03-31,2023,1
18000,4.2742200819549545,10.772609839536702,85338000,1513000,SM,1266630.0,253000,3376000,0.6497738826997704,0.0,98214000,10.772609839536702,0.0,1.6484658485680388,,129403000,16.56,99727000,1269000,15233000,75.8977767130592,0.33279783546123276,47753000,0,10513000,1287,12368,AL,518000,126055000,80086000,20230630,9.027409957627118,28605000,1613000,20236,154556000,2055000,129403000,2858000,BIRMINGHAM,12.235820211580851,155000,REGIONS BANK,318000,1063000,139301000,15255000,12368_20230630,Regions Financial,RF,False,,2023-06-30,2023,2
22000,4.174288154449526,10.816321691917395,85892000,1547000,SM,1801260.0,398000,5138000,0.812042785699192,,97832000,10.816321691917395,0.0,1.566674669399307,,129289000,15.94,99379000,1806000,14475000,75.66923713540982,0.35774805469632,47102000,0,10019000,1283,12368,AL,959000,125142000,81583000,20230930,9.045784119975941,27530000,2289000,20150,152906000,3099000,129289000,4179000,BIRMINGHAM,12.315559032964254,163000,REGIONS BANK,462000,1607000,138406000,14500000,12368_20230930,Regions Financial,RF,False,,2023-09-30,2023,3
17000,4.0935945250241845,11.215754103953602,85628000,1576000,SM,2232000.0,553000,6886000,1.0256981430104697,,97186000,11.215754103953602,0.0,1.4645531155039002,,130154000,14.61,98762000,2244000,16336000,74.67000630022896,0.401971584557811,48150000,0,7735000,1282,12368,AL,1444000,125172000,85445000,20231231,9.436708100241658,29462000,2807000,19997,151314000,4238000,130154000,5442000,BIRMINGHAM,12.73990970905369,205000,REGIONS BANK,377000,2156000,134914000,16400000,12368_20231231,Regions Financial,RF,False,,2023-12-31,2023,4
79761,3.3652959803508598,11.821738131387658,50394536,717586,N,345615.2,68483,917929,0.6731186191732743,0.0,70890298,10.740592406471086,,1.3169433170653249,0.0,81874140,12.22,71607884,342545,11105757,86.5844795438462,0.21292987469596045,52762897,0,1025861,1023,6560,OH,123818,77554422,58665893,20180331,9.458889808147044,23400031,427459,14858,104032856,572482,81874140,794111,COLUMBUS,14.034195493001405,108581,THE HUNTINGTON NATIONAL BANK,350818,274313,92543525,11489331,6560_20180331,Huntington Bancshares,HBAN,False,,2018-03-31,2018,1
162929,3.410542593010412,11.915497006862463,51235733,740479,N,730773.91,118225,1898589,0.6911804152535936,0.0,72314253,10.855584696007895,,1.3866968677277405,0.0,82636356,12.89,73054732,724265,11302765,87.5090051163437,0.1803416873315541,54171132,0,1327844,1023,6560,OH,282396,78299078,59236627,20180630,9.620744009938091,22755398,903740,15056,105292183,1161501,82636356,1616193,COLUMBUS,14.123037986315918,133964,THE HUNTINGTON NATIONAL BANK,391944,567273,93605846,11686337,6560_20180630,Huntington Bancshares,HBAN,False,,2018-06-30,2018,2
191062,3.443236669928673,11.306083902460992,53241908,757436,N,1174278.04,164045,2914845,0.7038860514917358,0.0,73349019,10.25800143790918,0.0,1.4792145678195847,,84513857,13.92,74106455,1162626,10825322,86.78934035633944,0.17244570362800898,56225892,0,1254241,1022,6560,OH,459200,79975166,61779292,20180930,9.149672779267364,22196602,1392556,14949,105799237,1821489,84513857,2455645,COLUMBUS,13.565846124349113,156474,THE HUNTINGTON NATIONAL BANK,399000,922445,94590343,11208894,6560_20180930,Huntington Bancshares,HBAN,False,,2018-09-30,2018,3
216651,3.4660449387460504,11.213170284735867,55207447,771875,N,1566745.7,229759,3976310,0.7067395938331378,0.0,74874375,10.187390951083298,0.0,1.4543506645407087,,87332660,13.79,75646250,1535354,11109746,85.73467818339668,0.19840939133072755,59330818,0,2592121,1006,6560,OH,654536,82660542,62973787,20181231,9.22729003762937,22348994,1853268,14802,108672320,2470807,87332660,3321774,COLUMBUS,13.421392838171018,171927,THE HUNTINGTON NATIONAL BANK,457743,1232060,97179002,11493318,6560_20181231,Huntington Bancshares,HBAN,False,,2018-12-31,2018,4
273348,3.482286013123569,11.668045854825941,55340520,763681,N,402087.28,64357,1074145,0.752024812739029,0.0,74950975,10.646621276017438,0.0,1.4703793169807422,,84890167,13.99,75714656,398336,11667096,88.29170403210539,0.38345964974601826,58205951,0,1385169,949,6560,OH,215786,81041656,62085739,20190331,9.508711511596434,22734512,476304,14908,108053253,613805,84890167,858359,COLUMBUS,13.354173192212443,148781,THE HUNTINGTON NATIONAL BANK,366338,296107,96002585,12050668,6560_20190331,Huntington Bancshares,HBAN,False,,2019-03-31,2019,1
433705,3.47237797537938,12.105576293361093,54361323,773186,N,814637.64,121538,2146529,0.7660160015798554,0.0,74980584,11.090536867742049,0.0,1.4876383028781621,,83611387,13.79,75753770,805710,12269299,89.67747897783349,0.3176201611911684,59749235,0,1696980,918,6560,OH,436385,79842731,61500887,20190630,9.93306172413668,22397167,967274,14998,108236482,1262545,83611387,1710144,COLUMBUS,13.604717302659255,154619,THE HUNTINGTON NATIONAL BANK,417226,641213,95583611,12652871,6560_20190630,Huntington Bancshares,HBAN,False,,2019-06-30,2019,2
569809,3.451109655835373,12.053474997750811,54674140,782380,N,1239171.12,203755,3201631,0.8127485655403731,0.0,75110833,11.04497124470358,0.0,1.5083961552063234,,86178101,13.8,75893213,1226788,12362728,87.15767942020445,0.3401366556499128,63945784,0,1707680,918,6560,OH,651135,82503853,61847301,20190930,9.882529675070948,22716035,1474905,14798,108790427,1876648,86178101,2550496,COLUMBUS,13.498957081240789,166038,THE HUNTINGTON NATIONAL BANK,449625,1004812,96044127,12746300,6560_20190930,Huntington Bancshares,HBAN,False,,2019-09-30,2019,3
441364,3.4256908412816096,12.166684385605983,54351534,782852,N,1626629.88,277547,4219747,0.8424462362399523,0.0,75435543,11.165222764983186,0.0,1.4676939115731618,,85669173,13.3,76218395,1592424,12449178,88.054477892532,0.35146561729355236,66108186,0,1242946,915,6560,OH,841397,82152849,62105260,20191231,10.005850911487563,23218609,1936481,14506,108739378,2527177,85669173,3378350,COLUMBUS,13.590165664503237,174328,THE HUNTINGTON NATIONAL BANK,432525,1362855,95906628,12832750,6560_20191231,Huntington Bancshares,HBAN,False,,2019-12-31,2019,4
1062850,3.2754366934093797,11.953816240036248,55691809,1503757,N,106530.64,446285,978828,0.9201750252003779,0.0,77461329,10.983154930429901,0.0,0.37183063067492594,,90687489,3.29,78965086,103417,12672490,85.41567293808299,0.60387870794057,71272021,0,1979271,886,6560,OH,152376,86039652,65793456,20200331,9.977207613556295,24813646,110141,14588,113764077,604147,90687489,826452,COLUMBUS,13.59926438477766,169040,THE HUNTINGTON NATIONAL BANK,427650,334121,100708019,13056058,6560_20200331,Huntington Bancshares,HBAN,False,,2020-03-31,2020,1
1084254,3.2120097891813346,11.919906073734122,58149047,1701579,N,288811.08,751461,1884412,1.0860278917986592,0.0,79534272,10.583416089983213,0.0,0.49697547747896326,,98563721,4.56,81235851,282272,12004331,80.69325223628681,0.5697351348577535,78129452,0,6384929,887,6560,OH,228296,93965199,66118065,20200630,8.953799635033542,22712387,342086,14918,118284386,1237001,98563721,1656116,COLUMBUS,13.581374440864968,195594,THE HUNTINGTON NATIONAL BANK,265312,674432,105896487,12387899,6560_20200630,Huntington Bancshares,HBAN,False,,2020-06-30,2020,2
1078063,3.186084432645696,11.960546502634996,58010975,1796029,N,629771.6,958651,2778988,0.9166752235158236,0.0,80594111,10.64296892860321,0.0,0.7187521405040193,,100619939,6.72,82390140,621154,12149879,80.09755501839452,0.5641414470897527,81028724,0,6324833,887,6560,OH,276911,96123872,67691262,20200930,9.008076167930135,23362393,744991,14808,120113536,1871354,100619939,2502077,COLUMBUS,13.593710475336657,177824,THE HUNTINGTON NATIONAL BANK,341596,1072919,107580089,12533447,6560_20200930,Huntington Bancshares,HBAN,False,,2020-09-30,2020,3
1043976,3.165034378392366,11.965263094024957,59435001,1814252,N,990640.48,1089163,3663229,0.8533579479567519,0.0,81013476,10.652000611096936,0.0,0.8394753563439349,,103619960,7.98,82827728,980069,12125075,78.18327279802077,0.5596132529556526,84784825,0,6558425,884,6560,OH,303874,99266746,70396991,20201231,8.935959371702555,25345968,1185211,14606,122837617,2530087,103619960,3359355,COLUMBUS,13.579842731025431,174760,THE HUNTINGTON NATIONAL BANK,391401,1445106,110328974,12508643,6560_20201231,Huntington Bancshares,HBAN,False,,2020-12-31,2020,4
888071,3.5037065241608287,12.150388900836429,62803010,1702885,N,546397.62,-60232,874452,0.8203111258978064,0.0,79998189,10.845060152217268,0.0,1.7556817437766536,,106544576,17.97,81701074,544825,12124279,75.08424361273914,0.31245106859770366,85897718,0,8497788,858,6560,OH,-118334,103702511,70961268,20210331,8.975014727482105,27190497,667091,14572,125419222,732679,106544576,992786,COLUMBUS,13.761148372851645,154070,THE HUNTINGTON NATIONAL BANK,259868,346752,112911377,12507845,6560_20210331,Huntington Bancshares,HBAN,False,,2021-03-31,2021,1
908358,2.8912786939765005,11.35518708327833,89166652,2217742,N,629383.37,150609,1815551,0.997088207164829,0.0,111007346,10.414498141190101,0.0,0.8988793127791087,,147543078,8.81,113225088,633894,18931166,75.23724427112738,0.2718701797479776,102274603,0,13817425,1301,6560,OH,-37511,144814825,97559089,20210630,10.836849431698285,34335359,761943,19803,174866037,1653578,147543078,1853062,COLUMBUS,13.021515620792215,148940,THE HUNTINGTON NATIONAL BANK,428422,713068,155530881,19335156,6560_20210630,Huntington Bancshares,HBAN,False,,2021-06-30,2021,2
843305,2.996963737837693,11.343000659669066,89140691,2106932,N,1041787.48,88687,3031232,0.9261698132322601,0.0,109708524,10.415495696312487,0.0,0.9322271803736558,,145891486,8.94,111815456,1042771,19006603,75.1987158455566,0.2481091437825809,102195425,0,9992947,1284,6560,OH,-8957,143342597,97339915,20210930,8.602067610467582,38113050,1281697,19796,173438393,2875471,145891486,3040189,COLUMBUS,12.907828176421972,174751,THE HUNTINGTON NATIONAL BANK,486139,1205666,154028881,19409512,6560_20210930,Huntington Bancshares,HBAN,False,,2021-09-30,2021,3
578299,3.0120084790750368,11.06078406413199,90413245,2030159,N,1494526.54,24529,4223459,0.8165954422197674,0.0,111482598,10.153797649838896,0.0,0.96848194926834,,146382512,9.2,113512757,1491415,18892169,76.15841296670739,0.2135575870406187,103946372,0,5477629,1148,6560,OH,21479,144640777,100029864,20211231,8.598914863908073,40911244,1836092,19232,173414362,4017777,146382512,4201980,COLUMBUS,12.578523445284942,211020,THE HUNTINGTON NATIONAL BANK,593274,1676418,154117699,19296663,6560_20211231,Huntington Bancshares,HBAN,False,,2021-12-31,2021,4
460182,2.969282053588887,10.83198484067006,97568217,2017621,N,500601.81,24928,1205609,0.8364867564897904,0.0,113316303,9.940602785190501,0.0,1.1377705407990995,,150088857,10.8,115333924,496971,17937471,75.4994776194478,0.06811896913637126,83160026,0,4279264,1088,6560,OH,36185,148435515,103144610,20220331,8.41192482961754,42341718,606565,18931,176020595,1005193,150088857,1169424,COLUMBUS,12.44356887104852,283862,THE HUNTINGTON NATIONAL BANK,508961,467262,157670642,18349953,6560_20220331,Huntington Bancshares,HBAN,False,,2022-03-31,2022,1
377457,3.0931585769075154,10.91750357398694,97950485,2074252,N,1086873.28,91820,2543150,0.7335298197957504,0.0,116505249,10.050191338402586,0.0,1.226393575066986,,148689895,11.87,118579501,1078258,17678085,78.35451696297183,0.04783059211121861,82750234,0,3685995,1090,6560,OH,91329,144302740,103306054,20220630,8.676608803568369,41732459,1326351,19042,178091290,1959157,148689895,2451821,COLUMBUS,12.525310033840329,212737,THE HUNTINGTON NATIONAL BANK,709059,925507,160001162,18090128,6560_20220630,Huntington Bancshares,HBAN,False,,2022-06-30,2022,2
493941,3.263976026497844,10.963768063260963,98907277,2110061,N,1730195.62,197951,4138319,0.6883186103020558,0.0,117405522,10.10055040574922,0.0,1.2941355806229828,,150596337,12.85,119515583,1715485,16694228,77.9604101526055,0.08226830230103747,85377834,0,4217939,1089,6560,OH,243703,145419290,105636003,20220930,8.627367333255911,40479476,2125464,18911,179434039,2937950,150596337,3894616,COLUMBUS,12.609597306626144,221355,THE HUNTINGTON NATIONAL BANK,671069,1366749,162321753,17112286,6560_20220930,Huntington Bancshares,HBAN,False,,2022-09-30,2022,3
512535,3.376988140536242,10.831454210569422,100957078,2121123,N,2441005.98,289139,6001098,0.6410317437097973,0.0,118569780,9.982736216300331,0.0,1.3596998652716838,,151757446,13.71,120690903,2418324,16962145,78.13111193239243,0.10370679391840756,84895501,0,6481896,1090,6560,OH,594492,144992110,109714003,20221231,8.54146821977003,40474513,2991557,18968,182325674,3899025,151757446,5406606,COLUMBUS,12.46512640465361,205885,THE HUNTINGTON NATIONAL BANK,576444,1773115,164941991,17383683,6560_20221231,Huntington Bancshares,HBAN,False,,2022-12-31,2022,4
403838,3.500286462919041,11.096393226927406,100556570,2142212,N,668503.16,85015,2032385,0.5982133350100555,0.0,119412417,10.240201170673355,0.0,1.4226373691554786,,148591761,15.18,121554629,659334,17782997,80.36274433816017,0.1869838408412833,52969275,0,10849265,1061,6560,OH,572766,142137639,108491202,20230331,8.630465764182976,41063517,820901,19186,188441474,999677,148591761,1459619,COLUMBUS,12.770955296668127,183360,THE HUNTINGTON NATIONAL BANK,531985,445974,170222759,18218715,6560_20230331,Huntington Bancshares,HBAN,False,,2023-03-31,2023,1
600451,3.4097716572229237,11.201583870437258,105281187,2177084,N,1299320.67,177052,4259772,0.5571470414916199,0.0,119511079,10.343025923360688,0.0,1.3696553588475209,,152046997,14.62,121688163,1275675,17592880,78.60140703732544,0.174219647345377,58240858,0,11460746,1061,6560,OH,1403783,144564301,114690977,20230630,8.396741486528175,39812057,1604948,19154,188063214,1958089,152046997,2855989,COLUMBUS,12.877465580863353,168846,THE HUNTINGTON NATIONAL BANK,518468,884100,170037023,18026191,6560_20230630,Huntington Bancshares,HBAN,False,,2023-06-30,2023,2
687438,3.409015702109753,11.215597352246789,104540007,2207892,N,1922768.4,276318,6572484,0.6219066594423752,,119165949,10.355493011303176,0.0,1.3513868881984237,,153314182,14.54,121373841,1888239,16911121,77.72663131712108,0.19723852019474922,49454648,0,11905505,1059,6560,OH,2291090,145819855,117203982,20230930,8.53247890767747,38011758,2394019,18607,186356403,2950478,153314182,4281394,COLUMBUS,12.885761284683506,162831,THE HUNTINGTON NATIONAL BANK,586644,1339421,169014788,17341615,6560_20230930,Huntington Bancshares,HBAN,False,,2023-09-30,2023,3
383951,3.359673999152156,11.468355259927385,106353198,2255046,N,2238994.24,402443,8920788,0.7010204703963469,,120161636,10.595667670969263,0.0,1.173130378877103,,155523945,12.56,122416682,2191214,17959681,77.26246656101733,0.22529297984961988,49973252,0,10612429,1056,6560,OH,3278163,146655662,120266162,20231231,8.509095463711985,41056107,2716941,18595,188730743,4177040,155523945,5642625,COLUMBUS,13.091135720990032,186242,THE HUNTINGTON NATIONAL BANK,636961,1653799,170342722,18388021,6560_20231231,Huntington Bancshares,HBAN,False,,2023-12-31,2023,4
0,2.161742029138967,31.03787434424759,3870378,0,N,19489.0,0,67530,0.0,0.0,6358003,31.03787434424759,,0.8497642044949775,0.0,3870378,7.08,6358003,19489,1129184,164.27343789159613,0.0,0,2330581,2476,1,27389,NV,18788,3849343,3870378,20180331,12.318129903935816,231530,37679,0,9058167,49499,3870378,48742,LAS VEGAS,31.03787434424759,0,WELLS FARGO FINANCIAL NATIONAL BANK,916,38436,7928983,1129184,27389_20180331,Citizens Financial Group,CFG,False,,2018-03-31,2018,1
0,2.1865193258474624,37.067151080997306,3524090,0,N,32636.93,0,139644,0.0,0.0,4681694,37.067151080997306,,0.6286557389049725,0.0,3524090,5.09,4681694,28397,1142551,132.84830977642454,0.0,0,3870880,57617,1,27389,NV,42735,3500444,3524090,20180630,12.795758670705002,0,97165,0,8754914,58473,3524090,96909,LAS VEGAS,37.067151080997306,0,WELLS FARGO FINANCIAL NATIONAL BANK,642,58729,7612363,1142551,27389_20180630,Citizens Financial Group,CFG,False,,2018-06-30,2018,2
0,2.2288875555484733,32.834264108895965,3394715,0,N,92272.93,0,216038,0.0,0.0,6711614,32.834264108895965,,1.311655186295801,0.0,3394715,10.32,6711614,88033,1204240,197.7077309877265,0.0,0,1771797,57619,1,27389,NV,69437,3367909,3394715,20180930,13.715715810633727,0,176080,0,8691693,67115,3394715,146601,LAS VEGAS,32.834264108895965,0,WELLS FARGO FINANCIAL NATIONAL BANK,452,96594,7487453,1204240,27389_20180930,Citizens Financial Group,CFG,False,,2018-09-30,2018,3
0,2.2717578825629823,28.618210567132852,3561063,0,N,141042.93,0,302037,0.0,0.0,8112874,28.618210567132852,,1.494810596899529,0.0,3561309,11.78,8112874,136803,1255025,227.8059556191277,0.0,246,1591401,57653,1,27389,NV,98558,3535172,3561309,20181231,14.134782261005268,0,235221,0,9965024,108558,3561309,203479,LAS VEGAS,28.618210567132852,0,WELLS FARGO FINANCIAL NATIONAL BANK,3128,140300,8709999,1255025,27389_20181231,Citizens Financial Group,CFG,False,,2018-12-31,2018,4
0,2.5090011486240202,18.537918951795373,5597690,0,N,86219.0,0,129599,0.02070794532036797,0.0,13888389,18.537918951795373,,2.7341415296164446,0.0,5801350,26.53,13888389,86219,1344492,239.39926051694863,0.0,203660,1075349,7649,1,27389,NV,52221,5345398,5801350,20190331,9.774729175388048,0,110193,0,15262346,18658,5801350,77378,LAS VEGAS,18.537918951795373,0,WELLS FARGO FINANCIAL NATIONAL BANK,10208,51473,13917854,1344492,27389_20190331,Citizens Financial Group,CFG,False,,2019-03-31,2019,1
0,2.656333861238622,20.202251719445027,5074596,0,N,160737.0,99,283813,0.02121696997408047,0.0,13437357,20.202251719445027,,2.4079621532113618,0.0,5255255,23.99,13437357,160737,1420509,255.69371990512354,0.0016761375019681915,180659,1101296,7882,1,27389,NV,110209,4858585,5255255,20190630,9.450299297019354,0,207126,0,14824007,21061,5255255,173604,LAS VEGAS,20.202251719445027,629,WELLS FARGO NATIONAL BANK WEST,8934,54682,13403498,1420509,27389_20190630,Citizens Financial Group,CFG,False,,2019-06-30,2019,2
0,2.695467028062631,21.833030245657785,5074895,0,N,233347.0,99,435351,0.021238304502102994,0.0,12213781,21.833030245657785,,2.2694532646925385,0.0,5250775,22.74,12213781,233347,1453119,232.60911008374956,0.0011079962161822654,175880,2296319,7886,1,27389,NV,163818,4842742,5250775,20190930,9.722022531551461,0,294339,0,14785012,40075,5250775,271533,LAS VEGAS,21.833030245657785,119,WELLS FARGO NATIONAL BANK WEST,6661,62980,13331893,1453119,27389_20190930,Citizens Financial Group,CFG,False,,2019-09-30,2019,3
0,2.7019774697812977,22.5722443964468,6728550,0,N,304645.0,270,582235,0.05532728208720411,0.0,11643442,22.5722443964468,,2.1499499113082585,0.0,6914781,21.77,11643442,304645,1524418,168.38482664888448,0.00227671946581483,189466,4087139,7885,1,27389,NV,206889,5225960,6914781,20191231,10.017723836730177,0,382582,0,16012936,63716,6914781,375346,LAS VEGAS,22.5722443964468,2911,WELLS FARGO NATIONAL BANK WEST,4354,71222,14488518,1524418,27389_20191231,Citizens Financial Group,CFG,False,,2019-12-31,2019,4
0,2.2118801080737107,14.88547455965917,14699672,26638,N,65910.0,9225,172002,0.03525017594582074,0.0,20461203,14.88547455965917,0.0,1.2593759052928684,,15118065,17.0,20487841,65910,1576470,135.3427373145968,-2.489785421889316e-05,353654,616043,4255881,1,27389,NV,58437,7423020,15118065,20200331,7.55986433130109,14612,84474,0,25855421,20758,15118065,113565,LAS VEGAS,15.136998071885982,879,WELLS FARGO NATIONAL BANK WEST,20928,892,24278951,1576470,27389_20200331,Citizens Financial Group,CFG,False,,2020-03-31,2020,1
