TRADE,NIMY,IDT1RWAJR,DEPINS,LNATRES,BKCLASS,NOIJ,ELNATR,INTINC,NCLNLSR,P9LTOT,LNLSNET,IDT1CER,DEPFOR,ROA,P3LTOT,DEPDOM,ROE,LNLSGR,NETINC,EQ,LNLSDEPR,NTLNLSR,DEPUNINS,FREPO,CHBAL,OFFDOM,CERT,STALP,EINTEXP,COREDEP,DEPIDOM,REPDTE,RBC1AAJ,SC,PTAXNETINC,NUMEMP,ASSET,NONIX,DEP,NIM,CITY,RBCRWAJ,P9ASSET,NAMEFULL,P3ASSET,NONII,LIAB,EQTOT,ID,bank_name,ticker,failed,failure_date,report_date,year,quarter
426776,2.8053564175037327,12.222267567467512,33471176,645954,N,321637.13,-131578,562966,0.6208501305130405,0.0,52902718,11.200914752180283,,1.5446748270629762,0.0,73853256,16.27,53548672,321679,7933035,71.6322080640561,0.062301360610812526,40639000,1314944,9003027,425,2270,UT,16965,72706361,37970836,20210331,8.267245611228285,17226535,410545,9682,85120866,434952,73853256,546001,SALT LAKE CITY,14.52579539887191,8555,"ZIONS BANCORPORATION, N.A.",99974,167918,77187831,7933035,2270_20210331,Zions Bancorporation,ZION,False,,2021-03-31,2021,1
448480,2.7865219563270687,12.110026356075537,33569281,534593,N,675551.81,-254962,1133019,0.60749727948011,0.0,50929835,11.329699226073387,,1.5971087005672082,0.0,76105815,17.0,51464428,675600,8032502,66.91976822007621,0.025143527954056624,42970000,1713907,10611582,423,2270,UT,31942,75034430,37977404,20210630,8.03995194523563,18790311,865950,9727,87208406,863095,76105815,1101077,SALT LAKE CITY,14.16392340167037,6319,"ZIONS BANCORPORATION, N.A.",28872,373006,79175904,8032502,2270_20210630,Zions Bancorporation,ZION,False,,2021-06-30,2021,2
547255,2.76560949294032,11.617606530897525,34049224,491448,N,915293.49,-300595,1702403,0.6440953111526169,0.0,50252750,10.852481261931967,,1.4269281742838071,0.0,77883721,15.44,50744198,915348,7774142,64.52279032739075,0.013137201239224369,44367000,1858014,10039313,424,2270,UT,45732,76956010,38734017,20210930,7.639221901216871,20919720,1176317,9641,88306256,1292007,77883721,1656671,SALT LAKE CITY,13.574679423337496,4159,"ZIONS BANCORPORATION, N.A.",113618,511058,80532114,7774142,2270_20210930,Zions Bancorporation,ZION,False,,2021-09-30,2021,3
575388,2.7140371213181935,10.917860744106541,34488095,513335,N,1128772.86,-275567,2268184,0.546581873927289,0.0,50420114,10.180279903900916,,1.29656238271628,0.0,82789356,14.44,50933449,1128825,7462248,60.901686443846714,0.010839690620397647,48826000,2133007,10878213,423,2270,UT,58778,81900127,41736044,20211231,7.157577495008241,24489090,1445856,10007,93199669,1741081,82789356,2209406,SALT LAKE CITY,12.837652992701166,7638,"ZIONS BANCORPORATION, N.A.",70036,701964,85737421,7462248,2270_20211231,Zions Bancorporation,ZION,False,,2021-12-31,2021,4
465651,2.5270080291060095,10.753430028665493,35005108,478367,N,202177.67,-33319,556014,0.4978693577327932,0.0,50807577,10.037732867137398,,0.87825976471395,0.0,82350540,11.77,51285944,202357,6293876,61.69671382847034,0.047216089416613934,47779000,2344793,5792899,421,2270,UT,11439,81505712,40414124,20220331,7.269232657406473,26583672,254941,9724,91125751,463318,82350540,544575,SALT LAKE CITY,12.498294922287933,3430,"ZIONS BANCORPORATION, N.A.",93197,140365,84831875,6293876,2270_20220331,Zions Bancorporation,ZION,False,,2022-03-31,2022,1
397504,2.6937186982508723,10.55878673779896,34448243,508693,N,405641.51,8401,1164174,0.3954424107845308,0.0,51903490,9.865626223216323,,0.894840343268944,0.0,79061285,12.56,52412183,405824,5631600,65.64969188143097,0.05761307121386385,44817570,2273029,1807401,418,2270,UT,25652,78314282,38771901,20220630,7.395201054674814,25910753,514987,9895,87783903,926841,79061285,1138522,SALT LAKE CITY,12.27229788252652,5807,"ZIONS BANCORPORATION, N.A.",122529,311707,82152303,5631600,2270_20220630,Zions Bancorporation,ZION,False,,2022-06-30,2022,2
304872,2.8672329243892962,10.277258614095198,32466410,541048,N,622544.51,79213,1872524,0.31730850137746347,0.0,53402669,9.611005149957572,,0.9210415967222406,0.0,75994942,13.79,53943717,622727,4695946,70.27134647987494,0.10767129489301495,44112327,2796701,1840185,421,2270,UT,70059,75460723,36861795,20220930,7.52516178012023,23877442,792714,9920,88474569,1406334,75994942,1802465,SALT LAKE CITY,11.953338524986998,19974,"ZIONS BANCORPORATION, N.A.",84250,475796,83778623,4695946,2270_20220930,Zions Bancorporation,ZION,False,,2022-09-30,2022,3
70521,3.016875631113031,10.308017240142563,34024870,575113,N,906619.51,122497,2708638,0.2781836942649435,0.0,55086309,9.653079173525157,,1.0072694502552069,0.0,72020002,15.65,55661422,906802,4893499,76.48751384372358,0.07491388923753461,38429574,2426201,1997112,421,2270,UT,188791,70630535,36243066,20221231,7.648084442674596,23434858,1151659,9989,89544919,1872654,72020002,2519847,SALT LAKE CITY,12.029822199577385,5766,"ZIONS BANCORPORATION, N.A.",92919,626963,84651420,4893499,2270_20221231,Zions Bancorporation,ZION,False,,2022-12-31,2022,4
12488,3.3308343168531227,10.594921701443644,37853393,618307,N,204763.37,45071,923815,0.30672109987688906,0.0,55717889,9.931573581003416,,0.9175332379376394,0.0,69566871,16.22,56336196,204287,5184664,80.09256158725321,-0.00013571717212771436,32417345,688084,2957632,417,2270,UT,240753,63415107,38593175,20230331,7.806041357899172,22930731,282676,10064,88573533,511379,69566871,683062,SALT LAKE CITY,12.420845381599973,1772,"ZIONS BANCORPORATION, N.A.",79603,156064,83388869,5184664,2270_20230331,Zions Bancorporation,ZION,False,,2023-03-31,2023,1
31782,3.1444697174307876,10.657139642913844,44460271,651386,N,379278.9,91564,1906979,0.29774085811972906,0.0,56301832,10.000159003571243,,0.8568837102948205,0.0,74831901,14.8,56953218,378955,5283041,75.2377411874115,0.047616218957330286,30919870,781397,2129155,417,2270,UT,626716,64769326,46161541,20230630,8.049102049624201,21687883,507900,10103,87230273,1019877,74831901,1280263,SALT LAKE CITY,12.519950166128844,7127,"ZIONS BANCORPORATION, N.A.",59386,339078,81947232,5283041,2270_20230630,Zions Bancorporation,ZION,False,,2023-06-30,2023,2
31340,3.076797925283403,10.871626898811003,44873657,681531,N,553995.9,132711,2923438,0.408413589737199,,56251932,10.211671502506608,,0.8374061353955847,,76061592,14.28,56933463,553672,5314671,73.95576469133069,0.06443491727594577,31884675,1426815,2173714,416,2270,UT,1051879,65974228,49328522,20230930,8.331745708742767,20936105,735709,9984,87269125,1515354,76061592,1871559,SALT LAKE CITY,12.76023601132644,16489,"ZIONS BANCORPORATION, N.A.",86320,512215,81954454,5314671,2270_20230930,Zions Bancorporation,ZION,False,,2023-09-30,2023,3
48262,3.0353000531985863,10.910122719344685,42805478,684266,N,680530.9,132395,3965576,0.38953993290084743,,57148059,10.253315800753379,,0.7732778796257556,,75339017,12.9,57832325,680207,5690339,75.85453232021861,0.0640145781517547,33183529,936847,1725783,413,2270,UT,1508732,66676822,49095327,20231231,8.337756842902515,21160696,886890,9679,87202697,2095621,75339017,2456844,SALT LAKE CITY,12.778509297942083,3009,"ZIONS BANCORPORATION, N.A.",86403,658062,81512358,5690339,2270_20231231,Zions Bancorporation,ZION,False,,2023-12-31,2023,4
640480,3.1791491144620347,11.114808089052767,61971065,896985,N,458521.0,57233,1128066,0.7870664809820266,0.0,90030658,11.114808089052767,303.0,1.358436045289085,,107078047,12.18,90927643,460080,15048814,84.07923543834958,0.24738530831939345,48040035,3035,2305748,1228,17534,OH,160318,102208175,75415357,20180331,9.949315771661798,30067799,544981,18810,135188435,897786,107078350,967748,CLEVELAND,12.682685251079699,100409,KEYBANK NATIONAL ASSOCIATION,338232,532252,120137963,15050472,17534_20180331,KeyCorp,KEY,False,,2018-03-31,2018,1
742183,3.2444061803062882,11.264769579649215,62058290,901866,N,1005882.0,123852,2324610,0.8120996260490583,0.0,89881700,11.264769579649215,842.0,1.4902917333015213,,107702800,13.36,90783566,1010442,15146978,83.45279540314895,0.26015860814789815,48684295,10662,3444447,1211,17534,OH,347037,102630121,76883814,20180630,10.021288202951474,29634542,1216682,18494,135862871,1772807,107703642,1977573,CLEVELAND,12.825970126006133,121966,KEYBANK NATIONAL ASSOCIATION,459737,1135768,120714235,15148636,17534_20180630,KeyCorp,KEY,False,,2018-06-30,2018,2
741987,3.2696799377481005,11.222265508760964,62704646,900988,N,1507337.39,184245,3554850,0.881857867245556,0.0,91062698,11.222265508760964,1259.0,1.4836264671682289,,109048965,13.32,91963686,1512544,15178821,83.50528285022139,0.26737450981106653,49351361,7467,2600791,1200,17534,OH,557610,103401476,79008258,20180930,10.085852622650474,30200701,1822590,17903,136905256,2637796,109050224,2997240,CLEVELAND,12.761772534028054,102439,KEYBANK NATIONAL ASSOCIATION,426727,1647391,121724777,15180479,17534_20180930,KeyCorp,KEY,False,,2018-09-30,2018,3
517405,3.292240254615433,11.157708224988248,62831246,897532,N,2039891.84,240154,4842859,0.7908916302210568,0.0,90940461,11.157708224988248,483.0,1.501088093361363,,110823095,13.45,91837993,2046558,15554378,82.05876641160242,0.2682848481014359,51154489,14837,3295262,1192,17534,OH,806063,105976731,81460961,20181231,9.92661395285534,30936413,2449812,17737,137976503,3530341,110823578,4036796,CLEVELAND,12.684314731058194,136427,KEYBANK NATIONAL ASSOCIATION,348711,2183511,122420537,15555966,17534_20181231,KeyCorp,KEY,False,,2018-12-31,2018,4
542891,3.2489700074019168,11.030416466552943,64763807,896444,N,461827.99,57547,1296934,0.8061080126225554,0.0,91188238,11.030416466552943,394.0,1.336233182016006,,111748091,11.84,92084682,464098,15795263,81.60131924831016,0.2634585431078577,50012192,11709,3159543,1191,17534,OH,282009,106877625,83712859,20190331,9.855662046645202,32077471,571943,17499,139877995,854668,111748485,1014925,CLEVELAND,12.823006596550716,141211,KEYBANK NATIONAL ASSOCIATION,323223,469233,124081151,15796844,17534_20190331,KeyCorp,KEY,False,,2019-03-31,2019,1
757631,3.2261521887947247,10.79851324896997,64535810,902338,N,922986.18,128885,2616502,0.7459205130311425,0.0,93783220,10.79851324896997,465.0,1.3222682923082993,,113915547,11.63,94685558,927584,16510048,82.3266355216157,0.27454249709842565,52508766,210392,2893771,1137,17534,OH,583348,109325600,85869233,20190630,9.749758519576536,32395865,1134421,17284,143051307,1753298,113916012,2033154,CLEVELAND,12.553670231976488,92849,KEYBANK NATIONAL ASSOCIATION,324331,983450,126539684,16511623,17534_20190630,KeyCorp,KEY,False,,2019-06-30,2019,2
1068234,3.1919947296897204,10.868921422644885,64108528,903891,N,1344773.4,328544,3927055,0.8224454451539804,0.0,94369176,10.868921422644885,1166.0,1.285722795606607,,116131293,11.25,95273067,1364723,16853171,81.25994817693474,0.4637562736622559,54918212,215388,3796282,1135,17534,OH,884112,112366178,87213168,20190930,9.80468506312248,32857334,1642060,16534,145183614,2514124,116132459,3042943,CLEVELAND,12.610523120519998,69561,KEYBANK NATIONAL ASSOCIATION,395000,1441785,128330251,16853363,17534_20190930,KeyCorp,KEY,False,,2019-09-30,2019,3
757437,3.182533846727411,10.9585294736161,63869457,909944,N,1871135.48,434757,5203391,0.8513806676858112,0.0,95935337,10.9585294736161,107.0,1.3379051099768766,,115815086,11.62,96845281,1898433,16969468,82.83484620191412,0.4520320470281664,54830498,5481,1995549,1132,17534,OH,1145709,112403390,86950438,20191231,9.909317027481764,31899279,2232973,16578,143390269,3346363,115815193,4057682,CLEVELAND,12.686650577252829,116038,KEYBANK NATIONAL ASSOCIATION,414661,1956411,126420615,16969654,17534_20191231,KeyCorp,KEY,False,,2019-12-31,2019,4
1992421,3.022493619098606,10.30729847918116,64748302,1402386,N,210257.56,358679,1242354,0.8154051812068815,0.0,104759559,10.30729847918116,35.0,0.5753610410775148,,120138721,5.0,106161945,214598,17352213,87.19880452233083,0.3349003941367092,58085295,4208,4960171,1116,17534,OH,228551,117291783,90739174,20200331,9.80447829817296,30436720,229388,16641,154993507,812940,120138756,1013803,CLEVELAND,12.097147091936963,144278,KEYBANK NATIONAL ASSOCIATION,411396,387204,137641114,17352393,17534_20200331,KeyCorp,KEY,False,,2020-03-31,2020,1
1954923,2.9341796696633513,10.666205686881694,72091712,1750935,N,437716.64,840791,2428391,0.851938013128361,0.0,107195489,10.666205686881694,3.0,0.5698325132054001,,140218182,5.15,108946424,444649,17486325,76.4490632937518,0.35046937261352773,70916252,8521,15103630,1111,17534,OH,363591,137826168,97381576,20200630,8.806225456829516,32663712,478020,16913,169805374,1695549,140218185,2064800,CLEVELAND,12.718823541970062,91931,KEYBANK NATIONAL ASSOCIATION,428537,949560,152318882,17486492,17534_20200630,KeyCorp,KEY,False,,2020-06-30,2020,2
1853158,2.8646190983285216,10.910468697589533,71083260,1771979,N,867237.36,1000399,3542925,0.917885275169795,0.0,103776070,10.910468697589533,12.0,0.7345840537686508,,140689366,6.75,105548049,877615,17511424,73.76254801552965,0.3943818286593368,72593212,7035,14094470,1111,17534,OH,453532,138933778,97045086,20200930,8.651834970831795,36267904,990038,17013,168973649,2599845,140689378,3089393,CLEVELAND,13.011688987761225,76181,KEYBANK NATIONAL ASSOCIATION,345094,1500889,151462065,17511584,17534_20200930,KeyCorp,KEY,False,,2020-09-30,2020,3
1675511,2.8477256535081286,11.064970642751224,71462833,1662780,N,1404732.3,1021324,4664724,0.8877527342014585,0.0,101815696,11.064970642751224,0.0,0.8819867366382947,,139219587,8.18,103478476,1422005,17645350,73.1331691136248,0.4262388679185345,70804577,505775,16767975,1106,17534,OH,516615,137486256,96005906,20201231,8.804947481205133,35139938,1649735,17345,168974607,3593151,139219587,4148109,CLEVELAND,13.086962792044716,93398,KEYBANK NATIONAL ASSOCIATION,257023,2116101,151329099,17645508,17534_20201231,KeyCorp,KEY,False,,2020-12-31,2020,4
1442047,2.634165831211279,11.278500046918971,75212347,1470704,N,625018.4,-93311,1082868,0.8479542911433315,0.0,102427585,11.278500046918971,0.0,1.4689536045044844,,145002464,14.43,103898289,629782,17266839,70.63851342553737,0.43958637314069393,72963401,18333,16338200,1101,17534,OH,56816,143213384,97427500,20210331,8.78096631924718,40758093,785838,17372,174008043,925333,145002464,1026052,CLEVELAND,13.187783196936504,104775,KEYBANK NATIONAL ASSOCIATION,202370,591808,156740937,17267106,17534_20210331,KeyCorp,KEY,False,,2021-03-31,2021,1
2088614,2.599533080510825,11.22137967222717,75084438,1249384,N,1332633.24,-314411,2165580,0.7914259445711086,0.0,101655759,11.22137967222717,3.0,1.5423861253267026,,148933764,15.35,102905143,1341666,17537469,68.25568240679765,0.26501512940290417,76209987,505025,20841663,1047,17534,OH,110073,147330105,99435906,20210630,8.54999532042024,40791357,1683984,17696,178935686,1855104,148933767,2055507,CLEVELAND,12.869565413292456,86029,KEYBANK NATIONAL ASSOCIATION,200463,1169170,161397961,17537725,17534_20210630,KeyCorp,KEY,False,,2021-06-30,2021,2
2488943,2.563432392738909,10.912552200972986,74516435,1112458,N,1976858.05,-421739,3250765,0.6749460796873292,0.0,99904204,10.912552200972986,3.0,1.5005881911151429,,154789592,15.22,101016662,1988079,17194545,64.54193771874654,0.2157587080353817,82879826,510796,19932045,1033,17534,OH,161729,153239910,101350328,20210930,8.302317840644232,48994989,2501711,16664,184659457,2802669,154789595,3089036,CLEVELAND,12.452643619013347,93457,KEYBANK NATIONAL ASSOCIATION,175699,1793605,167464666,17194791,17534_20210930,KeyCorp,KEY,False,,2021-09-30,2021,3
1904650,2.5520058430044874,10.74545027323104,75065783,1088916,N,2588893.4,-417632,4348388,0.5301954469587484,0.0,104062119,10.74545027323104,0.0,1.4578647805129892,,155074869,14.98,105151035,2596619,17019361,67.1044377925607,0.18035932082860243,84371425,511129,11383661,1032,17534,OH,211156,153577618,102997626,20211231,8.365434145090354,52903764,3229855,17297,183977708,3799785,155074869,4137232,CLEVELAND,12.212590192100103,78214,KEYBANK NATIONAL ASSOCIATION,178173,2474776,166958118,17019590,17534_20211231,KeyCorp,KEY,False,,2021-12-31,2021,4
2694531,2.4951734656009124,10.626985782833959,75703836,1131990,N,501007.78,82674,1073817,0.47955469948462587,0.0,107169524,10.626985782833959,11.0,1.1058866699072514,,151010862,12.54,108301514,501879,14989852,70.96808452991328,0.12932897793598144,79683689,503880,4138556,1026,17534,OH,46554,150262122,100432830,20220331,8.584422293703895,50552610,608612,17825,179082279,915388,151010873,1027263,CLEVELAND,12.138553492320716,67651,KEYBANK NATIONAL ASSOCIATION,142099,579411,164092207,14990072,17534_20220331,KeyCorp,KEY,False,,2022-03-31,2022,1
2597017,2.6000298001235356,10.359147763414663,74434765,1122682,N,1067073.56,127920,2259609,0.4443266329196196,0.0,113071013,10.359147763414663,3.0,1.173675513187204,,149408458,13.93,114193695,1071435,14135215,75.67912301834097,0.1451058904859596,79254834,514082,2810984,1011,17534,OH,112383,148797653,98235584,20220630,8.603617184325191,50622452,1320482,18454,184673175,1852992,149408461,2147226,CLEVELAND,11.723450228889353,50915,KEYBANK NATIONAL ASSOCIATION,149717,1154168,170537750,14135425,17534_20220630,KeyCorp,KEY,False,,2022-06-30,2022,2
1591439,2.7132241513175326,10.376543447443378,75337293,1166087,N,1659881.63,237340,3695030,0.3962040970488196,0.0,116539662,10.376543447443378,7.0,1.2078154007326996,,148482545,15.11,117705749,1665581,12651057,78.48710870756047,0.14733505315199072,77941587,552264,5201834,1009,17534,OH,311188,145209535,101307318,20220930,8.71448313912713,48163312,2060789,18405,187716691,2824701,148482552,3383842,CLEVELAND,12.203110451544264,56913,KEYBANK NATIONAL ASSOCIATION,201009,1738988,175065434,12651257,17534_20220930,KeyCorp,KEY,False,,2022-09-30,2022,3
940703,2.78769901345687,10.459861863607083,75568635,1357948,N,2121742.44,501669,5376042,0.3941720820767663,0.0,119433458,10.459861863607083,0.0,1.152975638492099,,145991717,14.82,120791406,2128486,13033463,81.80837958087717,0.14531124118961952,75761705,8270,3394921,1008,17534,OH,721472,141586218,105059472,20221231,8.77677230597296,47826631,2615805,18496,187590465,3823838,145991717,4654570,CLEVELAND,12.390764406898633,69843,KEYBANK NATIONAL ASSOCIATION,190703,2286742,174556814,13033651,17534_20221231,KeyCorp,KEY,False,,2022-12-31,2022,4
419554,2.668974366433472,10.584701874040539,81035330,1399827,N,399350.26,139131,1809030,0.4111478058967516,0.0,120189050,10.584701874040539,0.0,0.8372846837912661,,147388149,11.8,121588877,400621,14122843,81.54593894791364,0.15039177093460196,71617559,12090,9271500,1000,17534,OH,650034,137821672,109880626,20230331,8.84079712143755,49058484,494730,18447,195190692,1015710,147388149,1158996,CLEVELAND,12.581705032043782,63195,KEYBANK NATIONAL ASSOCIATION,173021,490575,181067671,14123021,17534_20230331,KeyCorp,KEY,False,,2023-03-31,2023,1
263033,2.5242655569352928,10.88337758111759,83804559,1498008,N,751970.0,305837,3800720,0.44008910757118647,0.0,119025084,10.88337758111759,0.0,0.7859290940949106,,148184221,11.06,120523092,753921,13746509,80.32237386462356,0.16469673229134338,70248608,0,9881311,995,17534,OH,1602568,137616649,114413115,20230630,8.715538895244935,47096157,935838,18428,192782979,1958562,148184221,2198152,CLEVELAND,12.907645199273901,80754,KEYBANK NATIONAL ASSOCIATION,151885,1002085,179036302,13746677,17534_20230630,KeyCorp,KEY,False,,2023-06-30,2023,2
402003,2.455521769955858,11.575022119469798,83032564,1505209,N,1127029.2,386629,5824158,0.44328268623033457,,115127589,11.575022119469798,0.0,0.7918379022095922,,147248425,11.11,116632798,1130083,13343081,78.18595614859719,0.18998772999758665,70257870,2974,8765178,990,17534,OH,2646458,139419285,115181984,20230930,8.977832001519554,44692523,1409736,18244,185571273,2926631,147248425,3177700,CLEVELAND,13.707039445111421,59866,KEYBANK NATIONAL ASSOCIATION,188794,1545296,172228034,13343239,17534_20230930,KeyCorp,KEY,False,,2023-09-30,2023,3
166206,2.425292331620196,11.944102444012815,84215587,1524738,N,1291258.66,488579,7855915,0.6095517496827421,,111902711,11.944102444012815,0.0,0.6819597770301494,,148528430,9.36,113427449,1291667,14788518,75.34093708524354,0.2084234098259741,71002647,7355,11818755,986,17534,OH,3690977,140824309,117727660,20231231,9.21957424790618,45760749,1591924,17857,185890386,4128647,148528430,4164938,CLEVELAND,14.15699209124514,114964,KEYBANK NATIONAL ASSOCIATION,231069,2044212,171101721,14788665,17534_20231231,KeyCorp,KEY,False,,2023-12-31,2023,4
1445551,3.1868016423064063,10.08674127221026,164293953,3917418,N,1703574.2,333856,3765703,1.3196851781629493,136617.0,278268217,10.077628717203607,32445704.0,1.4970555980590177,,322615526,14.61,282185635,1699685,46356256,78.3718957431652,0.4824964522844883,159626142,49966,19210762,3136,6548,OH,545837,288231675,240017685,20180331,8.411375710316854,110797912,2072574,71733,452255735,3000771,355061230,3219866,CINCINNATI,12.206862372022325,2699968,U.S. BANK NATIONAL ASSOCIATION,1492866,2187335,405103307,47152428,6548_20180331,U.S. Bancorp,USB,False,,2018-03-31,2018,1
1095711,3.2069701841972766,10.204033574105564,161424299,3919971,N,3460324.6,668801,7690705,1.178984086025907,125315.0,279066037,10.195705273281657,29999332.0,1.5229789029532332,,320952865,14.8,282986008,3455397,46996544,79.51682291363458,0.4760755832170238,161176665,92722,18933741,3128,6548,OH,1208458,288391449,238745146,20180630,8.5795797832128,111465209,4316335,72389,453023045,6015374,350952197,6482247,CINCINNATI,12.307196747440155,2424126,U.S. BANK NATIONAL ASSOCIATION,1432146,4518263,405226423,47796622,6548_20180630,U.S. Bancorp,USB,False,,2018-06-30,2018,2
1191658,3.2263694715535167,10.118375582963218,159040283,3954648,N,5292411.69,1030795,11789727,1.103078510019279,120126.0,281653128,10.109489475871758,28855694.0,1.5513145444563499,,314051166,15.06,285607776,5286185,47078168,82.13691846234865,0.4705769703980207,157331220,31434,20003448,3093,6548,OH,1989042,279680435,236491671,20180930,8.522434444513696,110034104,6661701,72693,456011031,8968590,342906860,9800685,CINCINNATI,12.211987347111368,2331561,U.S. BANK NATIONAL ASSOCIATION,1563808,6860401,408130566,47880465,6548_20180930,U.S. Bancorp,USB,False,,2018-09-30,2018,3
1093733,3.2398298724457875,10.246226216919904,163862015,3972737,N,7191253.46,1402389,16067953,1.0651519775928642,8056.0,284800984,10.237331179808532,28472618.0,1.577434660305352,,327824504,15.29,288773721,7182982,47728337,79.93356286498435,0.4755851295287661,165430563,101423,21369509,3078,6548,OH,2906278,284876217,245520895,20181231,8.624871200903419,111246751,8863341,72114,459476604,12183620,356297122,13161675,CINCINNATI,12.278875245720592,2259319,U.S. BANK NATIONAL ASSOCIATION,1730943,9287675,410948973,48527631,6548_20181231,U.S. Bancorp,USB,False,,2018-12-31,2018,4
1450159,3.1935315124191255,10.284961346299092,170043114,3989897,N,1705170.6,384001,4324613,1.0753177361703954,7782.0,286352008,10.276226934711993,27133589.0,1.4665250301679833,,332018368,14.16,290341905,1698967,48280440,79.73004251233971,0.5069523024750846,163537444,3518495,18011992,3031,6548,OH,1018226,286110144,257023692,20190331,8.692134607004562,113629093,2122544,71222,467322170,3015958,359151957,3306387,CINCINNATI,12.307734614589947,2263675,U.S. BANK NATIONAL ASSOCIATION,1891743,2216116,418242521,49079649,6548_20190331,U.S. Bancorp,USB,False,,2019-03-31,2019,1
1882505,3.1978979079005287,10.379228132658314,169161308,4019265,N,3522735.8,763245,8745672,1.0754250310866744,5607.0,291749748,10.371159520373228,21878631.0,1.508909819518921,,342652693,14.56,295769013,3520631,49034976,80.03420523609104,0.49172540106742,175235970,3737619,16768518,2979,6548,OH,2077776,301618248,266187840,20190630,8.725492002848613,114813521,4415125,70769,473138169,6081982,364531324,6667896,CINCINNATI,12.379957209539027,2377683,U.S. BANK NATIONAL ASSOCIATION,1639400,4592456,423306442,49831727,6548_20190630,U.S. Bancorp,USB,False,,2019-06-30,2019,2
2825490,3.175742674661123,10.498619557201895,169599730,4007353,N,5423556.6,1103613,13150799,1.0293835290651132,5613.0,295082725,10.490697141524148,21599135.0,1.5433222285370278,,350821446,14.88,299090078,5432622,49631152,79.23373198324933,0.48571779489182987,183249012,3649142,15112079,2915,6548,OH,3151140,312865776,268176663,20190930,8.690746530387834,119318592,6805396,69776,477393605,9180188,372420581,9999659,CINCINNATI,12.54837144483588,2249818,U.S. BANK NATIONAL ASSOCIATION,1772832,7089538,426961743,50431862,6548_20190930,U.S. Bancorp,USB,False,,2019-09-30,2019,3
2053995,3.1345061391219855,10.203983864275717,170351082,4019695,N,6954911.8,1500502,17374890,0.9930218986237651,0.0,297660359,10.197705570156199,27328541.0,1.475819061787695,,346975331,14.34,301680054,6975709,48591876,79.52371889970723,0.49263961618025365,178546603,881341,22256667,2843,6548,OH,4110884,308814548,271008932,20191231,8.390313304532572,120982766,8681486,68375,486004220,12510932,374303872,13264006,CINCINNATI,12.252149504910193,2303748,U.S. BANK NATIONAL ASSOCIATION,1638754,9428914,436611717,49392503,6548_20191231,U.S. Bancorp,USB,False,,2019-12-31,2019,4
5273368,2.8543943276713986,10.511802433966153,173074107,6216017,N,1092193.0,1033814,4086387,0.9368655158174243,0.0,316711655,10.400382633576562,28708513.0,0.8818418457131562,,377114581,9.08,322927672,1123393,50418022,78.04180187931838,0.5034302121328547,206926775,2807,46699020,2806,6548,OH,814877,339903768,285202567,20200331,8.810289964628346,122149987,1371429,68852,533129091,3182776,405823094,3271510,CINCINNATI,12.636967637900783,2210555,U.S. BANK NATIONAL ASSOCIATION,1675829,2316509,481910537,51218554,6548_20200331,U.S. Bancorp,USB,False,,2020-03-31,2020,1
4093996,2.7965241153519558,10.906623613550828,190363098,7383375,N,1694445.64,2642858,7738353,1.0337377855452106,0.0,311129409,10.793105108472002,26826571.0,0.6893201770813898,,398452715,7.13,318512784,1786976,51374421,73.15884390381524,0.5280572256879452,210816040,806,52265124,2774,6548,OH,1205797,362967785,288986797,20200630,8.179099329283458,126598837,2048828,69626,536291346,6511741,425279286,6532556,CINCINNATI,13.05205967019614,2221424,U.S. BANK NATIONAL ASSOCIATION,1888119,4670871,484116358,52174988,6548_20200630,U.S. Bancorp,USB,False,,2020-06-30,2020,2
3968531,2.78548037152295,11.284247183874395,193376851,7406705,N,3199337.16,3182987,11291360,1.0245187592856817,0.0,307196612,11.169600214304781,25164421.0,0.8701771037942405,,401601990,8.96,314603317,3403437,52308073,71.98237820079989,0.5703761428064286,210579772,898,43891940,2773,6548,OH,1471150,368408383,286600770,20200930,8.524428005370508,132530990,3896337,67834,530496718,9868078,426766411,9820210,CINCINNATI,13.43747781340809,2041702,U.S. BANK NATIONAL ASSOCIATION,2324747,7127192,477388210,53108508,6548_20200930,U.S. Bancorp,USB,False,,2020-09-30,2020,3
3881192,2.753432789148069,11.513032601212615,205491938,7314229,N,4737770.14,3533571,14751166,1.1529753435296475,0.0,299153643,11.398072319316007,22635062.0,0.9428356368119203,,420200774,9.72,306467872,4960627,52588714,67.5540727918867,0.5709945913732918,216774458,149,62424852,2474,6548,OH,1695066,386197197,301694052,20201231,8.421827667039706,135372305,5824144,66930,544774160,13264435,442835836,13056100,CINCINNATI,13.67283113090628,2309506,U.S. BANK NATIONAL ASSOCIATION,2831685,9566050,491385123,53389037,6548_20201231,U.S. Bancorp,USB,False,,2020-12-31,2020,4
2662294,2.54926548587464,11.555182945628742,216129081,6343293,N,2291986.33,-825455,3321167,1.0804094498115753,0.0,297075286,11.440359210474721,19263108.0,1.6962348930122522,,425355840,17.89,303418579,2305481,50522081,66.81570529918127,0.2924334516819755,211004690,0,43386652,2346,6548,OH,198361,391025102,298158612,20210331,8.462766705312932,154609348,2913442,66920,542566283,3277362,444618948,3122806,CINCINNATI,13.669182126640978,2149853,U.S. BANK NATIONAL ASSOCIATION,2423992,2242543,491243998,51322285,6548_20210331,U.S. Bancorp,USB,False,,2021-03-31,2021,1
